Year,County_of_Residence,State,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2018-01-01,"Dane County, WI",WI,5753,30.79,38.6,38.76,3334.7,26.29,12.81
2018-01-01,"Kalamazoo County, MI",MI,3074,28.68,38.68,38.76,3336.49,27.82,15.95
2018-01-01,"St. Louis County, MN",MN,1813,29.09,38.72,39.01,3364.07,27.37,11.76
2018-01-01,"Walworth County, WI",WI,942,29.17,38.63,39.01,3373.17,27.79,12.11
2018-01-01,"Hidalgo County, TX",TX,14185,26.99,37.9,38.09,3167.7,28.38,10.94
2018-01-01,"Fort Bend County, TX",TX,9375,30.91,38.24,38.34,3227.68,26.37,9.84
2018-01-01,"Galveston County, TX",TX,3957,28.54,38.15,38.34,3231.83,27.5,11.0
2018-01-01,"Richmond city, VA",VA,3139,28.57,38.37,38.34,3180.66,27.67,10.28
2018-01-01,"Hamilton County, IN",IN,3724,31.16,38.5,38.59,3346.55,26.21,12.38
2018-01-01,"Hendricks County, IN",IN,1619,29.53,38.48,38.59,3365.23,27.41,12.23
2018-01-01,"Cobb County, GA",GA,8927,30.23,38.39,38.59,3241.79,26.67,12.73
2018-01-01,"Dorchester County, SC",SC,1843,28.55,38.39,38.59,3271.1,28.41,11.04
2018-01-01,"Weber County, UT",UT,3637,27.78,38.39,38.59,3244.37,27.05,10.93
2018-01-01,"Newport News city, VA",VA,2677,27.74,38.39,38.59,3210.86,28.22,11.92
2018-01-01,"Bay County, FL",FL,2187,27.7,38.38,38.59,3285.23,27.52,10.14
2018-01-01,"Lorain County, OH",OH,3199,28.35,38.38,38.59,3261.47,27.42,11.72
2018-01-01,"Erie County, NY",NY,9812,29.56,38.46,38.59,3262.8,27.76,10.8
2018-01-01,"Travis County, TX",TX,15125,30.06,38.46,38.59,3274.5,25.96,12.26
2018-01-01,"Unidentified Counties, ID",ID,10077,27.5,38.54,38.59,3274.15,27.04,11.47
2018-01-01,"Penobscot County, ME",ME,1376,28.48,38.54,38.59,3350.69,28.53,13.95
2018-01-01,"Westchester County, NY",NY,10091,31.86,38.54,38.59,3259.86,26.05,11.19
2018-01-01,"Unidentified Counties, NV",NV,3510,27.58,38.37,38.59,3211.07,27.64,10.31
2018-01-01,"Rock Island County, IL",IL,1731,28.17,38.44,38.59,3298.36,28.43,11.64
2018-01-01,"Navajo County, AZ",AZ,1381,27.14,38.35,38.59,3211.44,28.43,9.74
2018-01-01,"Cecil County, MD",MD,1155,28.22,38.35,38.59,3293.06,27.86,10.62
2018-01-01,"New Hanover County, NC",NC,2145,29.64,38.34,38.59,3261.81,25.96,12.22
2018-01-01,"Columbiana County, OH",OH,982,27.03,38.34,38.59,3266.69,28.1,12.74
2018-01-01,"Washington County, OR",OR,6425,30.49,38.81,38.84,3319.43,26.61,11.29
2018-01-01,"Morris County, NJ",NJ,4487,32.39,38.7,38.84,3324.28,25.59,11.27
2018-01-01,"Cass County, ND",ND,2453,29.49,38.61,38.84,3337.67,27.4,11.03
2018-01-01,"Orange County, NC",NC,1134,31.2,38.68,38.84,3286.37,25.46,11.69
2018-01-01,"Fayette County, GA",GA,867,30.32,38.25,38.17,3233.16,26.56,12.01
2018-01-01,"Kendall County, IL",IL,1516,30.76,38.25,38.42,3312.65,27.94,12.02
2018-01-01,"Kaufman County, TX",TX,1786,28.4,38.25,38.42,3261.59,27.42,10.41
2018-01-01,"La Porte County, IN",IN,1271,27.51,38.38,38.42,3233.37,28.93,10.48
2018-01-01,"Clayton County, GA",GA,3773,27.77,38.2,38.42,3117.13,28.55,9.55
2018-01-01,"DeKalb County, IL",IL,1092,28.74,38.2,38.42,3274.78,28.15,11.93
2018-01-01,"Unidentified Counties, TX",TX,56295,26.89,38.26,38.42,3247.91,27.96,10.52
2018-01-01,"Nassau County, NY",NY,14128,31.75,38.58,38.67,3261.27,25.99,11.96
2018-01-01,"Mercer County, NJ",NJ,3999,30.22,38.49,38.67,3239.26,26.91,10.59
2018-01-01,"Oakland County, MI",MI,13182,30.57,38.57,38.67,3291.98,26.28,13.08
2018-01-01,"Washington County, MD",MD,1686,28.24,38.48,38.67,3282.91,27.49,11.07
2018-01-01,"Washington County, UT",UT,2184,28.32,38.48,38.67,3302.56,25.79,11.35
2018-01-01,"Yellowstone County, MT",MT,1808,28.39,38.56,38.67,3298.63,27.54,12.14
2018-01-01,"Seminole County, FL",FL,4663,29.95,38.47,38.67,3289.91,26.78,9.91
2018-01-01,"Clermont County, OH",OH,2310,28.51,38.47,38.67,3315.47,27.52,12.21
2018-01-01,"Santa Clara County, CA",CA,21292,31.69,38.62,38.67,3262.08,25.44,11.92
2018-01-01,"Forsyth County, NC",NC,4330,28.67,38.27,38.67,3211.02,27.62,13.61
2018-01-01,"Broome County, NY",NY,1877,28.53,38.51,38.67,3305.4,28.21,11.58
2018-01-01,"Thurston County, WA",WA,3108,29.13,38.75,38.92,3372.72,27.17,11.4
2018-01-01,"Blair County, PA",PA,1206,27.9,38.65,38.92,3304.4,26.86,11.19
2018-01-01,"Snohomish County, WA",WA,9763,30.32,38.72,38.92,3359.32,26.47,10.93
2018-01-01,"Skagit County, WA",WA,1386,28.91,38.79,38.92,3402.03,27.84,10.09
2018-01-01,"Maui County, HI",HI,1828,29.61,38.61,38.92,3235.27,26.02,11.96
2018-01-01,"Unidentified Counties, HI",HI,749,29.78,38.61,38.92,3202.4,25.73,11.71
2018-01-01,"Chester County, PA",PA,5370,31.29,38.77,38.92,3361.66,25.5,9.9
2017-01-01,"Linn County, OR",OR,1456,27.84,38.75,39.0,3389.92,27.91,11.57
2017-01-01,"Washington County, RI",RI,852,30.59,38.75,38.99,3372.16,26.02,13.29
2017-01-01,"Montgomery County, AL",AL,3172,27.15,38.08,38.18,3099.5,28.73,9.96
2017-01-01,"East Baton Rouge Parish, LA",LA,5975,27.85,38.08,38.12,3138.55,27.55,10.34
2017-01-01,"Cameron County, TX",TX,6276,26.65,38.08,38.13,3187.98,28.2,11.15
2017-01-01,"Webb County, TX",TX,4872,26.55,38.08,38.05,3206.51,27.69,10.42
2017-01-01,"Imperial County, CA",CA,2894,27.73,38.66,39.04,3327.67,27.9,9.25
2017-01-01,"Hampshire County, MA",MA,1003,31.4,38.91,39.06,3375.2,26.16,12.54
2017-01-01,"Caddo Parish, LA",LA,3231,27.05,37.66,37.69,3057.91,28.02,11.31
2017-01-01,"Bossier Parish, LA",LA,1627,27.63,37.91,38.11,3169.94,26.94,11.83
2017-01-01,"Kootenai County, ID",ID,1811,28.33,38.74,38.99,3367.05,26.21,12.62
2017-01-01,"Muscogee County, GA",GA,2791,27.23,37.99,38.21,3121.49,27.56,11.31
2017-01-01,"Terrebonne Parish, LA",LA,1544,27.06,37.99,38.16,3147.05,28.5,12.75
2017-01-01,"Mobile County, AL",AL,5607,27.1,38.07,38.27,3158.62,27.87,10.84
2017-01-01,"Allen County, OH",OH,1244,26.74,38.07,38.14,3205.93,28.09,11.85
2017-01-01,"Onslow County, NC",NC,4061,26.19,38.57,39.27,3323.53,26.4,11.96
2017-01-01,"Kankakee County, IL",IL,1289,27.8,38.15,38.33,3193.05,28.56,10.68
2017-01-01,"Whatcom County, WA",WA,2163,29.57,38.9,39.12,3425.49,26.41,10.33
2017-01-01,"Kanawha County, WV",WV,1929,27.18,37.9,38.12,3199.22,27.79,11.46
2017-01-01,"Rockland County, NY",NY,5481,29.79,38.98,39.11,3319.73,25.67,11.09
2017-01-01,"Unidentified Counties, MS",MS,26037,26.47,37.98,38.13,3134.5,28.73,11.61
2017-01-01,"Unidentified Counties, LA",LA,19602,26.61,38.06,38.02,3170.39,28.35,11.95
2017-01-01,"Marin County, CA",CA,2237,33.09,38.89,39.0,3352.58,24.73,10.49
2017-01-01,"Tompkins County, NY",NY,767,30.27,38.89,39.07,3357.22,25.94,11.76
2017-01-01,"Baltimore city, MD",MD,7941,28.39,38.22,38.33,3133.36,27.99,10.19
2017-01-01,"Deschutes County, OR",OR,1808,29.85,38.97,38.93,3317.68,25.57,10.88
2017-01-01,"Madison County, AL",AL,4253,28.42,38.13,38.21,3214.86,27.35,9.86
2017-01-01,"St. Louis city, MO",MO,4138,28.44,38.13,38.22,3127.37,27.27,10.01
2017-01-01,"Florence County, SC",SC,1695,27.31,38.13,38.16,3120.57,28.99,12.33
2017-01-01,"Tangipahoa Parish, LA",LA,1986,27.0,38.21,38.32,3176.75,28.38,10.46
2017-01-01,"Midland County, TX",TX,2826,27.51,38.21,38.32,3214.37,26.87,11.58
2017-01-01,"Nueces County, TX",TX,4520,27.18,38.21,38.27,3230.73,27.81,8.93
2017-01-01,"Humboldt County, CA",CA,1372,29.16,38.96,39.11,3382.6,26.96,12.82
2017-01-01,"Ulster County, NY",NY,1453,29.69,38.79,39.03,3339.84,28.16,10.72
2017-01-01,"Morgan County, AL",AL,1435,26.7,38.12,38.15,3201.54,27.76,10.78
2017-01-01,"Rapides Parish, LA",LA,1724,26.7,38.12,35.75,3153.02,27.76,10.83
2017-01-01,"Ascension Parish, LA",LA,1704,28.4,38.2,38.23,3227.73,27.57,11.15
2017-01-01,"Ector County, TX",TX,2750,26.4,37.95,38.06,3154.77,27.23,10.26
2017-01-01,"Hidalgo County, TX",TX,14108,26.77,37.95,38.1,3178.3,28.18,10.87
2017-01-01,"Shawnee County, KS",KS,2074,27.69,38.28,38.3,3270.58,28.43,11.29
2017-01-01,"Hinds County, MS",MS,3126,26.87,37.78,37.92,3047.03,28.83,12.44
2017-01-01,"Ouachita Parish, LA",LA,2152,26.66,37.86,37.94,3114.78,28.99,11.64
2017-01-01,"Calcasieu Parish, LA",LA,2987,26.67,38.02,38.24,3157.11,27.35,9.9
2017-01-01,"Rankin County, MS",MS,1732,28.23,38.02,38.17,3232.17,27.8,12.89
2017-01-01,"Merrimack County, NH",NH,1305,29.62,38.85,39.05,3376.12,27.54,12.12
2017-01-01,"Chittenden County, VT",VT,1450,31.02,38.85,39.08,3364.83,26.05,12.31
2017-01-01,"Shelby County, TN",TN,13163,27.59,38.18,38.23,3136.81,27.55,9.33
2017-01-01,"Androscoggin County, ME",ME,1241,28.38,38.84,39.05,3329.48,28.32,11.85
2017-01-01,"Unidentified Counties, NH",NH,2784,28.76,38.84,39.03,3334.77,27.19,12.36
2017-01-01,"Ocean County, NJ",NJ,8597,29.37,38.84,39.09,3339.75,25.27,11.0
2017-01-01,"Unidentified Counties, VT",VT,4205,29.01,38.84,39.07,3349.52,27.62,12.92
2017-01-01,"Sumter County, SC",SC,1386,27.26,38.17,38.24,3172.92,29.56,11.33
2017-01-01,"Bonneville County, ID",ID,1876,27.78,38.29,38.25,3211.42,26.96,12.03
2017-01-01,"Jefferson County, AL",AL,8706,28.32,38.27,38.25,3150.12,27.34,10.47
2017-01-01,"Sedgwick County, KS",KS,6924,27.82,38.27,38.25,3267.96,27.25,10.71
2017-01-01,"Charles County, MD",MD,1842,29.26,38.18,38.25,3194.89,28.12,10.29
2017-01-01,"Palm Beach County, FL",FL,15050,29.79,38.41,38.5,3218.24,26.16,11.2
2017-01-01,"Charleston County, SC",SC,4803,29.85,38.41,38.5,3232.43,26.13,11.16
2017-01-01,"Alachua County, FL",FL,2824,28.93,38.32,38.5,3203.21,27.06,10.66
2017-01-01,"McLennan County, TX",TX,3446,27.1,38.32,38.5,3274.22,27.76,10.69
2017-01-01,"Beaufort County, SC",SC,2012,28.15,38.4,38.5,3252.82,26.62,11.85
2017-01-01,"Unidentified Counties, FL",FL,13012,27.15,38.3,38.5,3241.23,27.72,10.38
2017-01-01,"Unidentified Counties, KY",KY,33722,26.63,38.21,38.5,3258.54,28.06,11.93
2017-01-01,"Erie County, PA",PA,2994,27.95,38.29,38.5,3230.67,27.23,10.85
2017-01-01,"Hamilton County, OH",OH,10833,28.79,38.35,38.5,3222.59,26.9,11.55
2017-01-01,"Cumberland County, NJ",NJ,1839,27.32,38.34,38.5,3202.7,28.06,10.21
2017-01-01,"Lake County, OH",OH,2198,29.38,38.49,38.75,3301.76,26.88,11.93
2017-01-01,"San Mateo County, CA",CA,8585,32.3,38.65,38.75,3279.04,25.1,11.66
2017-01-01,"Yuma County, AZ",AZ,2960,27.01,38.56,38.75,3365.06,28.26,9.94
2017-01-01,"Benton County, WA",WA,2563,28.24,38.56,38.75,3331.3,27.37,11.13
2017-01-01,"Alamance County, NC",NC,1940,28.0,38.47,38.75,3254.35,28.06,11.37
2017-01-01,"Denver County, CO",CO,9594,30.16,38.72,38.75,3183.81,25.65,10.35
2017-01-01,"Allegan County, MI",MI,1306,28.1,38.53,38.75,3330.01,27.98,11.52
2017-01-01,"Miami County, OH",OH,1154,27.6,38.52,38.75,3331.08,27.3,11.5
2017-01-01,"Pinal County, AZ",AZ,4392,27.72,38.49,38.58,3311.03,27.9,11.8
2017-01-01,"Hillsborough County, FL",FL,17416,28.76,38.4,38.58,3221.31,26.52,10.72
2017-01-01,"Aiken County, SC",SC,1860,27.71,38.31,38.58,3237.71,27.76,11.1
2017-01-01,"York County, SC",SC,2958,28.82,38.47,38.58,3269.78,26.75,11.67
2017-01-01,"Davidson County, NC",NC,1761,27.14,38.21,38.58,3217.88,27.98,14.09
2017-01-01,"Fresno County, CA",CA,14541,28.25,38.53,38.58,3286.95,28.01,13.75
2017-01-01,"Saginaw County, MI",MI,2244,27.39,38.78,38.58,3233.79,28.84,11.68
2017-01-01,"Dallas County, TX",TX,39263,28.28,38.44,38.58,3236.84,25.79,9.71
2017-01-01,"Fayette County, GA",GA,886,30.37,38.42,38.58,3239.11,26.7,12.29
2017-01-01,"Unidentified Counties, NJ",NJ,1477,28.55,38.74,38.83,3320.46,27.15,10.29
2017-01-01,"Lane County, OR",OR,3459,28.9,38.72,38.83,3347.27,27.03,11.82
2017-01-01,"Chautauqua County, NY",NY,1344,27.36,38.62,38.83,3315.2,27.71,11.27
2017-01-01,"Norfolk County, MA",MA,7134,32.28,38.7,38.83,3312.66,25.13,12.27
2017-01-01,"Mesa County, CO",CO,1624,27.85,38.69,38.83,3223.0,26.89,10.33
2017-01-01,"Westmoreland County, PA",PA,2953,29.12,38.59,38.83,3290.64,26.68,13.03
2017-01-01,"Broward County, FL",FL,22322,30.16,38.33,38.41,3189.79,26.24,10.33
2017-01-01,"Peoria County, IL",IL,2533,27.78,38.24,38.41,3230.14,28.14,11.21
2017-01-01,"Boone County, MO",MO,2072,29.09,38.48,38.41,3266.63,26.43,11.39
2017-01-01,"Brazoria County, TX",TX,4630,28.64,38.22,38.41,3247.19,27.24,10.01
2017-01-01,"Cuyahoga County, OH",OH,14550,28.58,38.28,38.41,3169.11,27.36,11.52
2017-01-01,"Chatham County, GA",GA,3712,28.21,38.18,38.41,3176.98,27.85,9.76
2017-01-01,"Richland County, SC",SC,4646,28.64,38.18,38.41,3183.68,28.25,11.37
2017-01-01,"Shelby County, AL",AL,2283,29.49,38.43,38.41,3285.29,26.89,10.76
2017-01-01,"Santa Barbara County, CA",CA,5531,28.94,38.58,38.66,3291.98,26.71,13.51
2017-01-01,"Ingham County, MI",MI,3237,28.68,38.56,38.66,3249.94,27.8,12.82
2017-01-01,"Washington County, AR",AR,3199,27.73,38.45,38.66,3285.39,27.18,10.22
2017-01-01,"Jackson County, MI",MI,1772,27.23,38.45,38.66,3279.43,27.85,11.94
2017-01-01,"Middlesex County, NJ",NJ,9123,30.53,38.53,38.66,3230.62,26.28,10.91
2017-01-01,"Erie County, NY",NY,9870,29.3,38.53,38.66,3268.14,27.68,10.45
2017-01-01,"Travis County, TX",TX,15142,29.85,38.53,38.66,3289.9,25.74,12.4
2017-01-01,"Albany County, NY",NY,3083,30.01,38.61,38.66,3286.05,27.36,11.86
2017-01-01,"Cabarrus County, NC",NC,2593,28.97,38.43,38.66,3264.88,27.33,11.65
2017-01-01,"Jasper County, MO",MO,1596,26.28,38.42,38.66,3316.88,27.44,11.42
2017-01-01,"Unidentified Counties, OH",OH,30558,27.16,38.42,38.66,3298.84,27.55,11.48
2017-01-01,"Berkeley County, SC",SC,2697,28.29,38.42,38.66,3283.35,27.76,11.3
2017-01-01,"Boulder County, CO",CO,2627,31.37,38.91,38.91,3252.12,24.79,10.71
2017-01-01,"Middlesex County, MA",MA,16736,32.06,38.73,38.91,3307.86,25.26,12.07
2017-01-01,"Clackamas County, OR",OR,3999,30.16,38.72,38.91,3363.45,26.43,11.64
2017-01-01,"Unidentified Counties, ME",ME,3947,27.96,38.71,38.91,3333.45,28.08,12.78
2017-01-01,"Snohomish County, WA",WA,9883,30.09,38.71,38.91,3347.24,26.39,11.01
2017-01-01,"Multnomah County, OR",OR,8573,30.77,38.78,38.91,3327.89,26.03,11.42
2017-01-01,"St. Mary's County, MD",MD,1352,29.2,38.77,38.91,3384.63,27.71,11.56
2017-01-01,"Cache County, UT",UT,2194,27.91,38.33,38.49,3279.3,26.11,11.6
2017-01-01,"Unidentified Counties, AR",AR,20701,26.11,38.24,38.49,3210.47,28.03,10.44
2017-01-01,"Unidentified Counties, KS",KS,16623,27.41,38.48,38.49,3308.11,27.61,11.02
2017-01-01,"Milwaukee County, WI",WI,13427,28.34,38.3,38.49,3197.99,28.03,11.71
2017-01-01,"Bartow County, GA",GA,1307,27.1,38.37,38.49,3282.15,28.02,12.54
2017-01-01,"Baltimore County, MD",MD,9844,29.91,38.37,38.49,3238.55,27.25,10.81
2017-01-01,"Unidentified Counties, WV",WV,15385,26.93,38.27,38.49,3236.45,27.7,11.57
2017-01-01,"Monroe County, PA",PA,1537,28.79,38.43,38.49,3205.47,27.26,10.09
2017-01-01,"District of Columbia, DC",DC,9560,30.41,38.51,38.49,3202.25,25.74,10.58
2017-01-01,"Walworth County, WI",WI,917,29.16,38.49,38.74,3316.66,27.44,12.07
2017-01-01,"Winnebago County, WI",WI,1833,28.88,38.49,38.74,3358.86,27.97,13.3
2017-01-01,"Unidentified Counties, IA",IA,21672,28.23,38.54,38.74,3361.09,27.63,11.8
2017-01-01,"Alexandria city, VA",VA,2647,31.63,38.69,38.74,3302.56,25.08,11.92
2017-01-01,"Henderson County, NC",NC,1040,28.36,38.52,38.74,3271.45,26.58,12.95
2017-01-01,"Waukesha County, WI",WI,3863,31.08,38.51,38.74,3347.68,26.47,13.18
2017-01-01,"Sarasota County, FL",FL,2824,29.16,38.59,38.74,3312.13,25.75,11.79
2017-01-01,"Iredell County, NC",NC,1858,28.55,38.42,38.74,3269.08,27.24,12.0
2017-01-01,"San Diego County, CA",CA,41230,29.99,38.67,38.74,3307.53,25.98,11.86
2017-01-01,"St. Joseph County, IN",IN,3497,27.73,38.5,38.57,3261.86,27.39,11.04
2017-01-01,"Oakland County, MI",MI,13235,30.49,38.5,38.57,3273.54,26.14,13.15
2017-01-01,"Unidentified Counties, IL",IL,21878,27.51,38.33,38.57,3293.57,28.19,12.11
2017-01-01,"Leon County, FL",FL,3132,28.54,38.41,38.57,3214.11,27.21,10.77
2017-01-01,"Larimer County, CO",CO,3313,29.87,38.56,38.57,3210.48,25.68,12.19
2017-01-01,"Unidentified Counties, UT",UT,6570,28.01,38.39,38.57,3241.69,26.3,11.11
2017-01-01,"Craven County, NC",NC,1386,27.2,38.46,38.57,3259.14,27.41,12.66
2017-01-01,"Tippecanoe County, IN",IN,2240,28.41,38.44,38.57,3262.99,27.26,11.16
2017-01-01,"Cook County, IL",IL,64374,29.79,38.43,38.57,3233.49,27.01,10.86
2017-01-01,"Orange County, NC",NC,1179,30.94,38.66,38.82,3316.87,25.54,11.55
2017-01-01,"Johnson County, IA",IA,1751,30.37,38.65,38.82,3328.34,25.89,11.05
2017-01-01,"Morris County, NJ",NJ,4636,32.19,38.64,38.82,3304.49,25.5,11.16
2017-01-01,"Butler County, PA",PA,1742,29.88,38.62,38.82,3335.51,26.48,12.32
2017-01-01,"Rock County, WI",WI,1911,27.94,38.53,38.82,3315.43,28.63,11.91
2017-01-01,"Cumberland County, NC",NC,5506,26.98,38.35,38.82,3229.0,27.07,11.56
2017-01-01,"Berrien County, MI",MI,1737,27.88,38.68,38.82,3315.07,28.46,11.4
2017-01-01,"Calhoun County, AL",AL,1338,26.46,38.25,38.4,3194.95,28.74,10.76
2017-01-01,"Guadalupe County, TX",TX,1773,28.33,38.2,38.4,3247.81,27.38,10.51
2017-01-01,"Prince George's County, MD",MD,12393,29.5,38.36,38.4,3204.24,27.78,10.25
2017-01-01,"Taylor County, TX",TX,2094,26.85,38.26,38.4,3245.03,27.36,9.43
2017-01-01,"Cobb County, GA",GA,9588,30.04,38.41,38.65,3232.68,26.73,12.76
2017-01-01,"Weber County, UT",UT,3766,27.69,38.41,38.65,3254.74,26.6,11.17
2017-01-01,"Unidentified Counties, MT",MT,8763,28.29,38.57,38.65,3270.57,26.54,10.91
2017-01-01,"Linn County, IA",IA,2799,28.77,38.56,38.65,3372.5,27.28,12.4
2017-01-01,"Butler County, OH",OH,4466,28.22,38.47,38.65,3290.61,27.19,11.84
2017-01-01,"Kern County, CA",CA,13326,27.57,38.55,38.65,3274.54,28.24,11.37
2017-01-01,"Riverside County, CA",CA,29857,28.85,38.55,38.65,3292.58,27.09,11.41
2017-01-01,"Forsyth County, GA",GA,2302,30.96,38.46,38.65,3322.58,26.21,12.73
2017-01-01,"Prince William County, VA",VA,6675,29.98,38.46,38.65,3282.03,26.87,11.11
2017-01-01,"Montgomery County, MD",MD,12681,31.6,38.53,38.65,3278.47,25.62,11.42
2017-01-01,"Mecklenburg County, NC",NC,14753,29.67,38.53,38.65,3228.3,26.21,12.19
2017-01-01,"Santa Rosa County, FL",FL,1924,28.29,38.36,38.65,3319.82,26.76,11.38
2017-01-01,"Cecil County, MD",MD,1145,28.26,38.44,38.65,3304.58,27.46,10.77
2017-01-01,"Atlantic County, NJ",NJ,2804,29.26,38.52,38.65,3262.73,27.03,10.15
2017-01-01,"Lebanon County, PA",PA,1581,28.09,38.52,38.65,3281.7,27.0,11.64
2017-01-01,"Volusia County, FL",FL,4986,28.15,38.43,38.65,3255.74,26.75,11.26
2017-01-01,"Unidentified Counties, WA",WA,12382,28.1,38.66,38.9,3349.3,27.33,10.94
2017-01-01,"San Luis Obispo County, CA",CA,2550,30.13,38.82,38.9,3371.53,25.84,12.42
2017-01-01,"St. Louis County, MN",MN,1989,28.66,38.64,38.9,3365.23,27.62,11.8
2017-01-01,"Unidentified Counties, RI",RI,1061,30.9,38.79,38.9,3357.1,25.56,13.01
2017-01-01,"Litchfield County, CT",CT,1402,30.25,38.7,38.9,3326.81,26.79,12.5
2017-01-01,"Middlesex County, CT",CT,1255,31.42,38.77,38.9,3354.08,26.36,12.92
2017-01-01,"Unidentified Counties, PA",PA,16218,27.69,38.68,38.9,3313.16,27.47,11.21
2017-01-01,"Canadian County, OK",OK,1763,28.2,38.25,38.48,3308.06,27.28,10.59
2017-01-01,"Madison County, IL",IL,2892,28.34,38.33,38.48,3260.0,28.08,10.6
2017-01-01,"Wilson County, TN",TN,1567,28.86,38.39,38.48,3310.37,26.9,12.0
2017-01-01,"Sumner County, TN",TN,2193,28.24,38.3,38.48,3299.69,26.63,10.18
2017-01-01,"Etowah County, AL",AL,1213,26.29,38.29,38.48,3228.29,29.01,9.69
2017-01-01,"Grayson County, TX",TX,1580,27.12,38.28,38.48,3246.8,27.38,11.55
2017-01-01,"Clay County, FL",FL,2197,28.41,38.35,38.48,3278.69,27.2,10.61
2017-01-01,"Niagara County, NY",NY,2114,28.5,38.57,38.73,3288.72,28.21,10.01
2017-01-01,"Orange County, CA",CA,37369,30.8,38.65,38.73,3295.73,25.21,12.49
2017-01-01,"Kings County, CA",CA,2373,27.57,38.55,38.73,3332.21,28.26,12.81
2017-01-01,"Rowan County, NC",NC,1587,27.2,38.38,38.73,3236.94,28.19,11.35
2017-01-01,"Hunterdon County, NJ",NJ,952,32.19,38.62,38.73,3346.15,25.52,12.02
2017-01-01,"Parker County, TX",TX,1498,28.32,38.45,38.73,3311.31,26.74,10.6
2017-01-01,"Luzerne County, PA",PA,3284,28.01,38.53,38.73,3260.51,27.23,11.96
2017-01-01,"Carroll County, GA",GA,1613,26.99,38.61,38.73,3279.65,27.93,11.19
2017-01-01,"Unidentified Counties, NE",NE,11002,27.98,38.61,38.73,3331.32,27.39,11.03
2017-01-01,"Unidentified Counties, ID",ID,10587,27.43,38.6,38.73,3293.63,27.0,11.1
2017-01-01,"St. Clair County, MI",MI,1462,27.79,38.51,38.73,3320.36,27.72,11.35
2017-01-01,"Anchorage Borough, AK",AK,4136,28.92,38.59,38.73,3354.98,27.47,11.18
2017-01-01,"Stafford County, VA",VA,1746,29.37,38.57,38.98,3334.69,27.09,11.55
2017-01-01,"Ontario County, NY",NY,984,29.5,38.73,38.98,3353.72,27.29,10.93
2017-01-01,"Martin County, FL",FL,1271,28.92,38.72,38.98,3298.89,25.88,10.69
2017-01-01,"Unidentified Counties, MA",MA,866,30.53,38.97,38.98,3375.15,26.3,12.99
2017-01-01,"Thurston County, WA",WA,3067,28.89,38.8,38.98,3378.33,26.97,11.52
2017-01-01,"Sonoma County, CA",CA,4642,30.48,38.86,38.98,3379.52,26.88,11.48
2017-01-01,"Tuscaloosa County, AL",AL,2538,27.43,38.16,38.31,3181.21,27.98,9.65
2017-01-01,"Unidentified Counties, SC",SC,13038,26.76,38.16,38.31,3161.24,28.83,11.97
2017-01-01,"Vigo County, IN",IN,1224,26.73,38.23,38.31,3247.47,28.35,10.78
2017-01-01,"Tulsa County, OK",OK,9120,27.95,38.22,38.31,3259.65,27.42,10.96
2017-01-01,"Rutherford County, TN",TN,4030,28.33,38.19,38.31,3245.39,27.05,10.67
2017-01-01,"Hamilton County, IN",IN,3835,31.08,38.5,38.56,3332.19,26.17,12.4
2017-01-01,"Wood County, OH",OH,1401,28.86,38.4,38.56,3311.58,27.14,12.67
2017-01-01,"Will County, IL",IL,7427,29.91,38.39,38.56,3306.95,27.16,11.18
2017-01-01,"Monroe County, MI",MI,1482,28.25,38.39,38.56,3322.24,28.13,12.79
2017-01-01,"New Castle County, DE",DE,6431,29.34,38.47,38.56,3253.67,27.41,11.01
2017-01-01,"Dona Ana County, NM",NM,2674,26.69,38.38,38.56,3208.36,27.01,11.11
2017-01-01,"Newport News city, VA",VA,2717,27.63,38.38,38.56,3198.8,28.4,11.63
2017-01-01,"Douglas County, CO",CO,3368,31.46,38.54,38.56,3215.52,24.95,11.04
2017-01-01,"Lee County, AL",AL,1898,28.1,38.36,38.56,3230.81,27.04,12.65
2017-01-01,"Lubbock County, TX",TX,4017,26.93,38.44,38.56,3242.03,27.44,10.71
2017-01-01,"Unidentified Counties, NC",NC,31498,27.31,38.35,38.56,3227.15,28.13,12.01
2017-01-01,"Adams County, PA",PA,972,28.19,38.57,38.81,3312.75,27.23,11.64
2017-01-01,"Kennebec County, ME",ME,1132,28.17,38.56,38.81,3319.82,28.53,12.61
2017-01-01,"York County, ME",ME,1812,29.07,38.64,38.81,3348.42,27.56,12.37
2017-01-01,"Monterey County, CA",CA,5810,28.66,38.72,38.81,3342.63,27.87,12.01
2017-01-01,"Portage County, OH",OH,1351,28.74,38.62,38.81,3315.36,26.96,12.19
2017-01-01,"Spotsylvania County, VA",VA,1505,28.91,38.45,38.81,3317.05,27.73,11.6
2017-01-01,"Monroe County, NY",NY,7893,29.36,38.61,38.81,3268.95,27.25,10.87
2017-01-01,"Franklin County, PA",PA,1786,27.99,38.6,38.81,3328.97,27.38,11.35
2017-01-01,"Bibb County, GA",GA,2244,27.07,38.0,38.39,3074.98,28.4,12.06
2017-01-01,"St. Louis County, MO",MO,11374,29.56,38.32,38.39,3226.98,26.67,11.16
2017-01-01,"Lexington County, SC",SC,3210,28.31,38.32,38.39,3285.83,27.82,11.76
